IsGood.Purchase,Critic.Ratings,Acq.Cost,CurrentAuctionAveragePrice,Brush.Size,CollectorsAverageprice,Is.It.Online.Sale,Min.Guarantee.Cost
0,7.2879,37310,31766,2,8707,0,5621
0,9.5401,49000,63399,1,633,1,13426
0,7.762,57015,46039,1,10214,1,8904
0,7.4321,38780,39326,2,9373,0,6440
0,9.1365,42980,31577,1,7903,0,9471
0,9.6867,30345,31619,2,8411,0,4340
0,8.4238,41580,41048,2,9604,0,5971
0,8.3577,29645,19880,1,5610,0,8701
0,9.4855,44415,44604,2,9881,0,5355
0,7.1306,61285,71526,1,1665,0,9723
0,7.1037,41580,48391,1,10333,0,6440
0,9.0751,35945,30674,1,8218,0,9387
0,8.6686,44415,41594,1,9631,0,9611
1,8.5734,51695,37051,1,8809,0,15064
1,7.0138,34790,30184,2,7712,0,9723
0,7.7011,50645,45325,1,10449,0,10542
0,6.5524,39690,26068,2,7129,0,11921
1,6.6046,37240,31038,1,7984,0,8505
0,8.8481,73220,77000,2,1699,0,4158
0,7.5132,62300,62104,2,936,0,9723
0,8.6464,48195,48993,2,11190,0,12341
0,7.5465,53095,55349,1,11767,0,3983
1,7.5168,50015,44345,NULL,9657,0,7266
0,8.765,78155,44975,1,11818,0,8981
0,7.8446,50645,44989,2,10121,0,7266
0,7.5008,66150,70525,2,987,0,9723
0,8.2701,41125,34370,1,8926,0,15351
0,6.1609,54565,53452,1,11843,0,5096
0,7.5211,43925,34335,2,8547,0,5621
0,8.5002,52045,49343,2,11336,0,15064
0,8.7723,50295,44366,1,10165,0,9611
0,8.3582,44975,27552,2,8211,0,15064
0,5.1338,43575,26187,2,7231,0,4697
0,7.4814,35490,21252,1,6331,0,4802
0,7.5031,73255,92687,2,2466,0,3983
0,7.9886,35840,18305,1,5462,0,5621
1,7.6571,44625,35259,1,8392,0,13818
1,6.3116,65800,60935,1,12395,0,11242
1,6.8937,34090,26138,2,6960,0,7140
0,8.9365,37940,22190,1,8062,0,13251
0,9.419,54355,59717,1,12927,0,16457
0,8.0399,72275,66528,1,397,0,4158
0,8.8944,51345,45465,1,10647,0,11431
0,7.2817,45675,40033,1,9292,0,8904
1,8.803,54915,60802,1,12557,0,8701
0,5.4156,66150,56490,1,12145,0,7602
0,8.5167,47075,44492,1,10732,0,12341
1,8.2059,36190,19845,1,5836,0,5061
1,7.9842,34790,29260,1,7694,0,8085
0,9.6595,55615,43841,1,10133,0,7371
0,8.9599,54565,65653,1,870,0,12341
0,8.3282,55965,57652,2,12504,0,15064
0,6.8574,74620,69986,1,1804,0,9877
0,6.8879,52045,32074,1,8106,0,7826
0,7.0312,58065,57134,2,12938,0,13818
1,8.2304,58415,45703,1,10167,0,17164
0,7.3166,44975,39389,2,8895,0,11361
0,8.8012,49595,51828,1,12346,0,10521
0,8.2451,42525,32004,1,7955,0,8701
0,7.8242,49245,30513,1,7967,0,13818
0,7.938,42875,32697,2,8357,0,5621
0,8.5089,32305,16947,2,5501,0,5061
0,8.7956,32305,14147,1,5172,0,8981
0,8.8171,44450,36057,1,8127,0,7161
1,7.6617,39340,14770,1,4593,0,10185
1,5.8775,45325,36351,2,8781,0,7602
0,6.4223,42875,31535,2,7554,0,5096
0,6.6453,57715,39221,2,9508,0,6461
0,7.6452,65100,57596,1,12783,0,12180
0,7.2612,44275,31892,2,7761,0,3983
0,6.3329,64785,56581,1,12823,0,5096
0,8.6519,42175,36372,2,8476,0,8701
0,8.1724,56875,61404,1,12730,0,15064
0,7.7119,58275,59353,1,12647,0,13818
0,7.1329,55825,60060,2,12214,0,8085
0,7.7219,48055,52542,2,11179,0,8085
0,8.875,56525,62363,1,697,0,15064
0,7.7295,55825,52773,2,11650,0,8085
0,8.0056,55475,60753,1,13133,0,15064
0,8.0839,47145,42770,1,8855,0,4158
0,8.3818,70000,59269,1,12294,0,5971
0,9.4002,63210,98917,1,2919,0,7371
0,7.6533,55825,58674,2,11842,0,8085
0,8.9613,64050,78792,2,1807,0,10521
0,6.6191,44625,34916,2,8185,0,5096
0,6.2695,40775,18767,2,7032,0,8505
0,6.2051,68530,73878,2,1393,0,3731
0,7.5007,50855,49406,2,10878,0,6440
0,8.6866,56875,62363,1,697,0,15064
0,8.737,58065,68194,1,1193,0,14154
0,8.3418,53795,62146,1,235,0,11431
0,8.157,46025,35959,2,8728,0,5971
0,8.3113,62650,90594,1,2550,0,15064
0,9.265,28805,16275,1,5666,0,9387
0,6.7915,43925,39116,2,9267,0,5096
0,9.4429,52395,60879,2,11991,0,15442
1,8.726,52045,65681,1,12876,0,6881
0,9.4569,33390,18046,1,6025,0,5355
0,7.1775,30170,30065,1,7778,0,5621
0,5.8256,52045,29386,1,7973,0,10500
0,7.1252,49945,47138,2,10960,0,8904
0,8.2844,55475,57407,1,12398,0,15064
0,9.8971,47145,39452,1,9793,0,14434
0,8.6609,41475,31311,2,7435,0,5971
0,7.9317,58275,56952,2,11819,0,8085
0,6.9844,52045,42154,1,10171,0,11921
0,8.7621,61075,69426,2,1194,0,12341
0,7.5408,54775,45129,2,10308,0,13818
0,6.9915,56665,55804,2,11996,0,11921
1,8.1555,45325,52584,2,12441,0,12341
0,7.7519,53550,50967,2,11427,0,14637
0,9.6207,57015,31598,1,8170,0,11487
0,8.6652,54565,58261,2,12762,0,10521
0,7.7041,67970,75194,1,1625,0,11361
0,9.1272,37660,24003,2,7144,0,7371
0,8.243,43995,52108,1,12519,0,12341
0,5.9995,68740,71834,2,775,0,5859
0,7.8486,52115,38885,1,9981,0,10542
0,6.9843,51065,47264,1,10782,0,11921
0,7.9489,54775,59626,1,13110,0,10542
0,8.7788,55475,55650,2,11720,0,15064
0,5.6092,62370,60088,1,13119,0,7021
0,8.2675,58135,41720,1,10876,0,13251
0,8.8278,57575,61285,1,253,0,15064
0,8.5762,42595,28728,2,8009,0,8701
0,5.1279,53515,58856,1,12260,0,6440
0,4.6606,56035,37282,1,9326,0,6335
0,8.3557,57435,56329,2,12122,0,15064
0,8.0976,50715,46172,2,11602,0,12341
0,8.232,35560,46620,2,10325,0,7791
0,5.4774,36610,22288,1,6885,0,5278
0,8.4789,52185,48307,2,10471,0,7791
0,6.9556,70140,68565,2,699,0,8505
0,7.6015,48965,36505,1,9144,0,8904
0,7.8651,58135,57092,2,12308,0,13818
0,6.3554,50715,37114,2,9567,0,9877
0,4.3533,33460,18774,2,5650,0,8925
0,5.1728,41895,35084,2,8446,0,3535
0,8.8321,51065,42749,1,10191,0,12341
0,7.1314,51065,54565,2,11827,0,5621
1,8.6394,53305,55804,NULL,11994,0,15064
0,8.7249,46795,50106,2,10713,0,7791
0,7.2929,48265,42924,2,9972,0,7266
1,6.6465,53165,51422,1,11549,0,7826
1,9.483,33460,16100,1,5241,0,11487
0,6.8671,38360,24409,2,7591,0,7140
0,6.6335,59920,47418,1,11732,0,7140
0,6.4307,63210,80367,1,1799,0,5096
0,6.9315,51765,35483,1,8857,0,7826
1,7.7282,29575,17675,1,6178,0,34454
0,8.4704,51765,44744,1,12264,0,11431
0,6.7751,39760,26852,1,7482,0,13342
0,5.8167,51065,31927,1,8917,0,7378
0,5.2072,58485,54831,1,11769,0,7021
0,8.5192,44450,35378,1,8943,0,15064
0,7.9386,53865,50008,1,11842,0,10542
0,8.2859,56035,89614,1,2230,0,8701
0,8.3182,43995,35567,1,8932,0,4158
0,6.988,28875,13559,2,4765,0,11977
0,9.7838,53165,62552,1,13017,0,4340
0,8.3061,47355,46837,1,12054,0,9611
0,9.9946,32025,17934,1,5342,0,6440
0,8.268,59185,77672,1,1702,0,9611
0,6.3726,37660,27321,1,7769,0,7140
0,8.4554,56735,49042,1,10846,0,8701
0,7.2999,60935,40866,1,9390,0,13461
1,7.4121,52465,30149,3,7635,0,4802
0,7.1079,50435,28301,1,7861,0,13818
0,8.9656,36260,47474,1,11840,0,5971
0,8.4374,61460,67753,1,1310,0,10521
1,6.7397,55125,55454,2,11015,0,7140
0,7.2946,32760,20258,2,6072,0,8085
0,8.2526,34160,21112,1,6460,0,8701
0,6.7282,49735,30086,1,9845,0,3731
0,7.4988,47985,44905,1,10495,0,8904
0,6.7273,38010,31472,2,7576,0,5096
0,8.721,51275,36309,1,9188,0,12341
1,9.1063,62020,73220,2,742,0,11410
0,8.7119,60235,45822,1,12161,0,15064
0,6.7297,55475,59857,2,12355,0,7140
0,7.6036,54635,70868,1,866,0,8085
0,8.4177,34860,44436,2,10028,0,4158
0,7.3424,65170,59605,1,12363,0,12999
0,7.1315,44695,32998,1,8982,0,10542
0,6.2619,56385,56140,2,12120,0,11921
0,9.609,49455,65583,2,129,0,10395
0,6.9936,51065,47285,2,10357,0,5775
0,5.7,31325,29694,2,9301,0,3535
0,7.9908,51065,50526,1,12711,0,3983
0,7.2013,46095,47334,2,12238,0,8085
0,8.2947,30625,25872,2,7129,0,5971
0,6.7169,71190,70798,2,12999,0,8505
0,7.3478,69790,81606,2,1719,0,9723
0,7.3723,57785,59850,1,13166,0,13818
0,8.8579,57785,62629,2,12792,0,15064
1,8.6039,68390,67676,NULL,1831,0,5971
0,9.4101,33110,27755,1,7002,0,6363
0,9.0395,47915,61355,2,12685,0,16457
0,6.4862,53165,54684,1,521,0,7140
0,8.9653,51765,47698,2,10762,0,15064
0,8.8627,51065,48321,1,11334,0,11431
0,7.4707,57435,53256,1,11497,0,8904
0,10.0844,30625,29148,2,8178,0,10150
0,6.3094,50785,48818,2,11789,0,7140
0,5.2229,39060,28721,1,7247,0,6440
0,8.9283,54285,79359,1,1174,0,5971
0,7.4243,48265,42322,2,10486,0,14637
0,5.9136,60235,65023,1,13041,0,6440
0,5.7421,36260,32438,2,7407,0,6440
0,7.0618,54635,56140,2,12120,0,13818
0,10.118,31325,25088,1,7586,0,43344
0,7.2166,37660,53459,1,11758,0,8085
0,10.2394,30625,19978,1,6953,0,7910
0,8.8174,45395,26901,2,7324,0,15064
0,8.1308,52885,50134,1,11763,0,15064
0,7.9033,59885,66479,2,12702,0,9723
0,8.9198,57785,88886,1,2704,0,13251
0,7.5768,68110,85120,1,2594,0,13818
0,5.5805,30625,27160,2,8287,0,4697
0,7.1153,59185,63504,1,545,0,8085
0,6.5343,56035,46193,1,12292,0,7140
0,6.4806,56875,54453,2,11468,0,7140
0,7.8963,38360,38367,2,9383,0,9723
0,8.0117,51205,56140,2,12120,0,15064
0,7.231,50505,54439,2,11928,0,5621
0,6.548,58835,35322,1,9091,0,8505
0,9.5809,48265,48573,2,11150,0,10395
0,7.0348,40495,39326,1,9373,0,6440
0,8.9089,51065,46655,1,11365,0,12341
0,2.4135,42245,37030,2,8261,0,3234
0,7.8568,63070,56231,1,11624,0,9723
0,8.3248,49665,58933,1,12494,0,5971
0,8.9045,65310,65422,2,12921,0,10521
0,8.9127,24850,23856,2,6325,0,8701
0,7.5757,51100,57225,1,10368,0,10542
0,5.7347,48300,0,1,2,0,11081
0,7.3243,43400,39032,1,6883,0,7266
0,7.8259,56000,61376,1,10921,0,8085
0,9.6402,25900,17262,1,3740,0,7371
0,6.5327,28000,23534,1,4602,0,5096
0,4.0369,63000,52500,1,9015,0,6825
0,6.4735,67900,68488,1,11688,0,8505
0,6.7495,73500,86142,1,1218,0,8505
0,8.1561,51100,51961,1,9203,0,10521
0,8.5675,54600,70231,1,12948,0,11431
0,8.8577,55300,57302,1,10056,0,15064
0,7.7547,44800,59857,2,9778,0,11361
0,6.3392,68600,68488,2,11688,0,8505
0,6.5285,53200,48076,1,8814,0,11921
0,6.9961,59500,60557,2,10480,0,8505
0,7.7921,44800,59857,2,9778,0,11361
0,8.1965,55300,57302,1,10056,0,15064
0,7.5503,54600,66906,1,12793,0,10542
0,7.9713,44800,47439,2,8610,0,13818
0,8.2198,50400,48006,2,8347,0,15064
0,7.5195,51800,40684,2,6892,0,9723
0,7.9168,46200,45843,2,8818,0,3983
0,8.8763,47600,60249,2,11620,0,12341
0,8.0751,30800,24381,2,5185,0,8701
0,4.3119,42700,34839,1,6276,0,4851
0,7.5434,45500,59857,2,9778,0,11361
0,3.1966,43400,28203,2,5022,0,3234
0,7.7428,67900,42329,1,11988,0,8085
0,6.8562,57400,38059,1,7003,0,7196
1,8.751,42700,29337,1,8657,0,15064
0,5.7165,28000,21021,1,4309,0,6440
0,7.1231,70000,71442,1,12745,0,9723
1,6.0944,37800,33768,NULL,6025,0,5096
0,9.2042,23800,16282,1,3701,0,9471
0,7.3707,42700,25487,2,4958,0,13818
0,6.3155,54600,47397,2,8032,0,5096
0,8.0089,37100,24409,2,4627,0,10521
0,7.1648,37100,33180,2,6302,0,11361
0,9.02,62300,49154,1,8317,0,6363
0,6.4767,49700,44618,2,7456,0,9877
0,5.3672,52500,39837,1,6908,0,9338
0,8.0207,38500,39851,2,7083,0,5971
0,7.6155,62300,79401,1,494,0,9723
0,8.8394,47600,33166,1,5815,0,5971
0,6.91,48300,38703,1,6642,0,6510
0,5.7788,43400,38948,2,6753,0,7602
0,8.6077,65800,78862,1,13052,0,10521
0,7.0591,53900,41510,1,7352,0,5621
1,8.637,33530,33719,NULL,8550,0,6881
0,9.3172,45535,33810,1,9335,0,16457
0,6.0212,54495,47572,1,10613,0,7826
0,7.4918,61950,77182,1,1714,0,5621
0,9.274,38500,26516,1,7764,0,9387
0,9.1501,60200,68768,0,1073,0,11410
0,7.4521,40600,29771,2,7977,0,9723
0,6.9962,58800,35385,1,8591,0,14021
1,6.9668,60200,80073,NULL,1321,0,5096
1,9.2005,42000,30513,2,7967,0,16457
0,9.0661,42000,25508,1,8433,0,6440
0,6.1673,70000,74431,2,1407,0,4410
0,6.7558,54600,46669,2,10156,0,3731
0,8.1253,52500,50897,1,11906,0,15064
0,6.9742,59500,76251,1,1527,0,5096
1,7.1405,40600,36960,1,9471,0,6440
0,7.675,67900,72212,2,1463,0,9723
0,7.8928,26600,22246,1,6971,0,6440
0,7.262,41300,45472,2,10035,0,5621
1,8.7445,57400,68355,1,1799,0,15064
0,6.1537,32900,31780,2,8431,0,5096
0,6.9383,62300,63945,1,13052,0,5096
1,9.7258,56700,39844,1,9863,0,5355
1,8.5427,29400,13468,NULL,4349,0,6258
0,8.9972,48300,49532,1,10871,0,11431
0,9.1267,79800,106736,1,3099,0,6363
1,8.1288,49700,37443,1,9451,0,14154
0,5.4813,56000,51933,2,10973,0,5859
0,4.459,29400,23163,2,6169,0,3374
0,8.8793,58450,54600,1,12530,0,13251
0,7.4306,63000,79975,1,1583,0,5621
0,8.4519,54600,50722,2,11825,0,9611
0,8.9497,65100,74242,1,2397,0,15064
0,8.0805,49000,44604,2,10461,0,15064
0,9.084,57400,39312,1,9443,0,9387
0,6.9574,53900,48475,2,10568,0,7140
0,4.9551,43400,34615,2,8246,0,4361
0,8.3338,40600,39655,2,10005,0,11431
1,9.0124,38500,45108,2,10294,0,7371
0,7.2003,39900,29848,1,8137,0,6440
1,5.3657,38500,44429,NULL,9280,0,4697
0,5.7677,31150,30590,2,8202,0,3535
0,7.3619,37100,26915,1,7091,0,3983
0,3.9556,55300,43666,2,9498,0,4074
0,8.3585,58800,71526,1,1707,0,11431
1,5.1975,38500,29512,2,8067,0,5278
0,9.0689,60900,43099,1,10796,0,6363
1,8.2484,49700,61131,NULL,13065,0,9611
0,8.0237,51100,43365,3,10278,0,5971
0,9.6085,61600,79289,2,1800,0,11410
0,5.0898,38500,17402,1,5809,0,9702
0,8.1278,64400,85253,2,2285,0,5061
0,7.6968,52500,39319,1,9690,0,5621
0,7.8251,70000,78183,1,2157,0,13818
0,7.2375,37800,27433,2,7345,0,5621
0,7.3639,43995,46900,2,10669,0,7266
0,8.4647,40495,35483,2,9957,0,12341
0,6.1592,55895,42637,2,10108,0,11921
1,9.3598,65695,58429,3,12954,0,13426
0,6.8856,64400,62888,1,784,0,11242
0,8.875,60900,41342,1,9621,0,6258
0,8.4905,67200,82712,1,2301,0,13251
1,6.9292,62300,59220,1,612,0,10556
0,9.0462,65800,87493,1,2486,0,14434
0,9.2814,51800,26985,1,7614,0,6440
0,9.2062,61600,62209,1,1111,0,12418
0,8.9245,35700,35854,2,8764,0,6881
0,8.6709,56700,57351,1,12931,0,5971
1,9.3211,35700,28833,2,8183,0,7371
0,9.3673,49000,41279,1,10200,0,11410
0,7.8608,59500,79345,1,1803,0,10542
0,6.2794,45500,33859,2,7994,0,3731
0,5.1621,58100,55608,2,11163,0,6440
0,8.8855,52500,70588,1,1021,0,5061
0,7.1863,58800,47698,2,10762,0,13818
0,8.8047,39200,37226,2,8620,0,5971
0,8.0599,59500,58912,2,41,0,15064
0,5.6183,58800,44681,1,10762,0,4697
0,8.8494,62300,63798,1,131,0,14154
0,8.3012,63000,65156,1,512,0,11431
0,8.5998,28000,21945,1,6093,0,8071
0,8.9729,49700,40880,1,9895,0,14441
1,8.1801,33600,27216,NULL,7702,0,8701
0,6.9554,49000,36477,2,9101,0,9877
0,9.4668,42000,40656,1,9377,0,10395
0,5.742,49700,51513,2,10836,0,4697
0,7.7401,60900,63595,1,990,0,10542
0,8.893,55300,39466,1,9491,0,10521
0,6.6056,53200,47824,2,10931,0,11921
0,6.3996,43400,38220,2,8738,0,5096
0,8.1364,34300,31227,1,7232,0,6881
0,8.0434,58800,72303,1,1321,0,11431
0,7.9191,43400,40971,2,9440,0,9723
0,7.1676,68600,57988,2,12788,0,9723
0,7.0197,49700,38766,1,9701,0,13818
0,6.7899,72800,82663,2,1853,0,8505
0,9.6315,22400,24269,1,6048,0,11487
0,7.1747,57400,59759,1,172,0,9723
0,7.3115,59500,57134,2,12290,0,7266
0,5.2718,35000,37604,2,8877,0,3535
0,4.629,42000,30730,2,8103,0,6825
0,7.6987,53200,45927,2,10407,0,6440
0,8.7943,73500,96180,1,3058,0,10521
0,8.45,29400,15092,1,5123,0,8981
1,8.8801,32900,17934,NULL,7608,0,18984
0,7.2556,50400,29092,1,8168,0,8904
0,9.1726,56000,61859,1,228,0,9387
1,5.4825,48300,49336,NULL,10946,0,5859
0,7.3738,47600,46515,2,1153,0,11361
1,7.1036,37800,30457,2,8028,0,9723
1,9.8958,35700,21833,NULL,6346,0,18473
0,6.6712,36400,20475,2,5447,0,7196
0,9.1796,31500,26803,2,7142,0,11410
0,6.9309,52850,42434,1,10896,0,9877
1,7.7265,42000,26978,NULL,7404,0,3983
1,9.1567,50400,29477,NULL,7479,0,7455
0,7.9687,23800,17248,1,5690,0,8540
0,8.289,64400,69181,1,2098,0,10521
0,6.6134,31500,22596,1,6040,0,5096
0,7.7565,59500,51149,1,11770,0,13818
0,5.3048,45500,49644,2,10143,0,3535
1,8.198,31500,29190,NULL,7973,0,8701
0,6.1473,42000,36638,2,8795,0,8505
0,8.7439,42700,37863,2,10484,0,12341
0,8.056,53200,44926,2,10772,0,6881
0,6.3358,40600,25067,2,6878,0,5096
0,8.2125,30800,37016,1,8872,0,8701
1,9.5834,29400,25557,NULL,7172,0,11410
0,9.8759,53200,36456,1,8405,0,10479
0,8.2144,40600,27643,2,7596,0,4158
0,9.8195,34300,27181,1,7792,0,17542
0,5.1288,50400,35497,NULL,9866,0,8757
1,10.6915,31500,14084,NULL,4739,0,15610
1,6.2834,52150,46732,NULL,10829,0,3731
1,10.5467,31500,31570,1,7010,0,14630
0,8.5995,52255,50246,2,10801,0,6881
0,8.9544,36085,38528,1,9167,0,5971
0,7.1325,61425,46109,1,10553,0,9723
0,8.7387,38885,25473,2,6818,0,14441
0,8.4237,55755,47180,1,10596,0,10521
0,9.005,36085,18711,1,5854,0,9471
0,7.3693,57925,46970,2,11030,0,13818
0,6.6557,59325,74473,1,2208,0,9191
0,6.6495,58625,51149,1,12083,0,4410
0,8.0468,45955,47810,2,9516,0,5971
0,8.9496,55755,53585,2,11683,0,10521
0,8.1099,57365,68152,1,380,0,9611
0,9.2897,67725,58114,1,12105,0,10395
0,8.8502,29925,24248,2,7173,0,6881
0,7.6441,53655,41440,1,9919,0,13818
0,8.8295,31185,21770,2,6401,0,16884
0,9.6026,57225,38997,1,9093,0,11487
0,8.1858,50155,46137,2,10686,0,6881
0,6.0738,44555,25578,1,7030,0,5096
0,6.8823,52255,49406,2,10878,0,5775
0,7.9781,26215,16961,3,5441,0,11823
0,6.1255,52255,46102,2,10632,0,11921
0,6.735,36085,32368,2,8385,0,5096
0,9.312,31885,17724,1,5238,0,11487
0,7.3215,45955,32256,1,8798,0,11361
0,7.0658,50155,44520,1,10109,0,3983
0,7.6693,52955,58121,1,12054,0,8904
0,7.6288,55055,56098,1,12197,0,5621
0,8.9682,50155,51555,1,11450,0,12341
0,8.0257,40285,17500,2,5265,0,6258
0,8.2059,36085,30681,2,7688,0,4158
1,7.3107,50855,46123,2,11979,0,5621
0,5.0101,57225,46550,1,12032,0,5278
0,9.8059,40985,57785,1,11938,0,12418
0,7.438,59325,63973,1,12951,0,8904
0,7.709,45255,37520,2,9754,0,10542
0,6.8878,46655,29932,1,8201,0,7826
0,8.3881,62125,57099,1,12211,0,4158
0,8.428,43155,47089,2,10055,0,5971
0,7.7536,59465,52367,2,11990,0,4802
0,7.4287,44695,44520,2,10109,0,3983
0,8.7579,33285,34972,2,9431,0,12341
0,7.4195,71295,75544,1,1885,0,3983
0,8.8658,52955,60221,1,13130,0,15064
0,7.3482,73395,71141,1,2222,0,5621
0,5.8962,50155,48986,2,10972,0,5278
0,8.9926,29225,21560,2,6109,0,5971
0,7.0445,53655,28924,2,7823,0,4802
0,4.7447,35385,23065,2,7057,0,3871
0,8.5847,60025,48335,1,10870,0,4158
0,8.7482,33985,29897,1,8256,0,8701
0,7.9255,64225,74753,2,1699,0,4802
0,7.4824,37485,21105,2,7060,0,8085
0,8.5346,65065,54425,1,12157,0,14154
0,6.716,38395,40586,2,9287,0,8505
1,8.1637,54355,51639,2,12129,0,5971
0,5.8968,59325,42154,1,10549,0,5635
0,8.3718,69825,57666,2,984,0,10521
0,8.3245,60725,88179,1,2237,0,5971
0,8.8846,62125,87941,1,2316,0,5971
0,8.2419,32585,22274,2,6761,0,5971
1,8.6564,77595,48559,1,11315,0,8981
0,7.187,57225,54691,2,12256,0,4802
0,8.6681,33285,15743,2,5351,0,8701
0,9.1178,57225,45920,1,11121,0,18557
0,9.5715,50855,33117,1,9003,0,7455
0,9.749,50855,46116,1,10994,0,9387
0,6.3016,69125,74501,2,1543,0,4410
0,7.2368,57225,48139,2,11247,0,4802
0,9.5519,39585,20874,2,5670,0,7455
0,7.9685,68425,57967,1,12414,0,3983
0,8.8232,62825,76307,1,1792,0,5971
0,7.1574,55755,48412,1,11254,0,5621
0,8.4612,33285,16597,2,4813,0,7161
0,9.3969,46655,44674,1,10157,0,7371
0,7.8208,34685,21476,1,6584,0,15456
1,8.3623,57225,76482,NULL,1659,0,5971
0,8.7778,67725,72128,1,528,0,4158
0,6.532,74795,45164,1,12460,0,7140
0,7.6202,71295,42357,2,10150,0,9366
0,9.1102,46655,28364,2,7579,0,7455
0,9.783,69125,42644,1,10068,0,15526
0,8.0247,65625,39648,1,10209,0,8701
0,7.5023,45955,27734,1,7096,0,8904
0,7.2494,41685,48335,2,12101,0,11361
0,8.1836,48055,42168,1,10657,0,8701
0,8.5665,47355,54691,2,12256,0,5061
0,8.1234,50155,36813,2,8462,0,5061
0,6.418,40285,31143,1,7060,0,5096
0,7.5647,48195,44653,1,10380,0,9723
0,7.0272,48895,47159,2,10694,0,6440
0,9.7594,64365,69384,1,1304,0,14434
0,8.3522,58625,50106,1,11047,0,4158
0,7.5712,43855,31535,1,7770,0,3983
0,8.437,71365,73409,1,2740,0,10521
1,6.8408,50155,44310,NULL,9797,0,6461
1,4.2148,72765,65590,NULL,1483,0,6335
0,5.8671,56665,52878,2,11402,0,6440
0,8.4563,71295,58275,1,12432,0,9611
0,8.0739,57925,29407,1,8220,0,28224
0,8.4806,53655,68201,1,1186,0,9611
0,7.105,70525,71771,1,1181,0,4802
0,6.7819,48755,34461,1,9883,0,7826
1,8.9025,50365,53970,1,11901,0,6881
0,8.6935,54355,33348,1,8715,0,5971
0,8.7784,37485,27195,1,9315,0,11431
0,7.8071,58625,47852,1,10704,0,5621
1,7.3783,53865,41160,1,8685,0,14280
0,8.3538,41195,40908,1,11462,0,8701
0,8.6745,32725,16044,1,5453,0,8981
0,7.4515,66325,60053,1,873,0,11361
1,9.0136,20615,18361,2,5513,0,5355
1,7.0688,44555,43155,NULL,10487,0,5621
1,8.5754,33285,18879,1,5559,0,10801
0,6.7404,38185,32550,2,10019,0,3731
0,7.5039,69125,62391,1,12861,0,7266
0,6.6911,56665,51317,1,541,0,9191
0,7.8276,71295,38843,1,9701,0,9723
0,8.0136,68565,70679,1,1541,0,8701
0,9.7046,60725,51163,1,106,0,7371
0,9.3782,60725,92792,1,2522,0,9387
0,9.1535,41195,31164,2,8743,0,13426
0,6.7655,62825,53207,2,11263,0,11921
0,6.759,22715,31388,1,8029,0,7140
0,7.0984,35385,36001,1,8388,0,8904
0,8.0154,66325,70098,2,892,0,5061
0,9.5596,64225,55706,1,2509,0,9387
1,7.468,43855,24101,NULL,6795,0,10185
1,8.401,64225,56322,1,12569,0,12341
0,8.9573,57925,36666,1,7980,0,10801
0,7.5969,67025,56315,1,816,0,5621
1,9.1526,60725,67858,1,827,0,10395
0,9.2269,55055,36568,2,9271,0,5355
1,5.6666,43995,32837,NULL,8253,0,7602
0,6.9054,36085,18466,2,5476,0,5096
0,9.0317,57225,50645,2,11247,0,4340
0,2.2501,38255,22316,2,6266,0,3234
0,7.0185,74165,76349,2,1501,0,3983
0,5.9229,55860,29694,2,7809,0,10500
0,8.1574,54460,56819,1,12181,0,15064
0,8.3298,60060,60753,1,13133,1,15064
0,5.7914,43680,35910,1,8521,1,7602
0,8.5945,51660,56056,2,11685,1,15064
0,6.6837,51660,51730,2,11433,1,5775
0,9.0477,53060,56259,2,11403,1,16457
1,9.8946,38255,32165,2,7740,1,12418
0,8.327,51660,43386,1,10575,1,15064
0,8.9344,53060,55804,2,11996,1,15064
0,6.0023,43155,42756,1,9831,1,8505
0,7.5033,36015,31325,1,8659,1,8904
0,6.3657,36855,26915,2,6989,1,5096
0,6.7335,62160,56343,2,12857,1,8505
0,5.62,43155,35357,2,8924,1,7602
0,7.6744,54460,50596,2,12014,1,14637
1,7.6551,51765,71967,1,584,1,5621
0,7.0892,50960,48986,2,10972,1,6440
0,8.5074,67165,76349,1,1811,1,8701
0,7.2315,42455,44667,1,9941,1,5621
0,6.6206,36855,21427,2,6042,1,7140
0,7.2419,53760,51681,2,11301,1,8085
0,7.3339,53060,44982,1,10847,1,13818
0,6.5394,44765,33992,2,8655,1,5096
0,7.661,40355,29848,1,7715,1,8085
0,8.7279,50155,58933,1,13027,1,11431
0,8.2282,51660,42042,1,10385,1,15064
0,8.9585,48055,44982,2,10847,1,15064
0,7.5177,44555,34762,1,9000,1,11361
1,7.7989,45955,52150,1,12190,1,8904
0,8.3963,46655,45255,2,10238,1,6881
0,7.1225,55160,45101,2,10522,1,13818
0,4.6959,55860,52780,2,11427,1,5838
0,7.9055,69265,72212,2,1463,1,9723
0,8.1678,58660,72877,1,634,1,5971
0,7.0148,50155,49931,2,11229,1,7266
0,8.08,48055,44807,2,10158,1,15064
0,8.5609,52360,71757,1,1329,1,5971
0,5.2343,43855,45332,1,10100,1,7602
0,7.4543,45955,40586,2,9287,1,9723
0,9.5397,48055,57946,1,13188,1,12418
0,8.7719,48055,40208,1,10535,1,11431
0,4.446,55860,50015,2,10995,1,5838
0,8.0032,59465,70931,1,710,1,15064
1,8.9383,41160,36015,2,9155,1,6881
0,8.6685,63770,54467,1,11769,1,10521
1,8.286,37870,31528,2,9867,0,8701
0,7.7676,59675,60543,1,13018,0,13818
0,7.8524,59675,47698,2,10762,0,13818
0,8.4448,58975,43792,2,10060,0,15064
0,6.9437,35070,19544,1,6371,0,5775
